ROI,Layer,Model,%R2,eff.Robustness,imagenet1k,imagenet-sketch
(1) FFA-2_both_fmri,(1) RDM_classifier.npz,AlexNet,18.9573626,-0.307353617,56.556,10.72333903
(1) FFA-2_both_fmri,(39) RDM_module_decoder_avgpool.npz,cornet_rt,23.99254423,1.146545423,55.444,11.71176482
(1) FFA-2_both_fmri,(69) RDM_module_decoder_avgpool.npz,cornet_s,15.47801626,0.21400275,73.014,21.56065161
(1) FFA-2_both_fmri,(0) RDM_.npz,cornet_z,16.979986,-0.301441578,47.724,7.514394073
(1) FFA-2_both_fmri,(316) RDM_features_denseblock4_denselayer3_conv1.npz,Densenet121,20.99775806,1.562147085,74.438,24.26064572
(1) FFA-2_both_fmri,(0) RDM_classifier.npz,Densenet161,13.84281755,3.012274671,77.112,28.56609483
(1) FFA-2_both_fmri,(0) RDM_classifier.npz,Densenet169,13.1179077,3.432344978,75.588,27.30452554
(1) FFA-2_both_fmri,(0) RDM_classifier.npz,Densenet201,13.62797024,2.381208035,76.886,27.6759221
(1) FFA-2_both_fmri,(276) RDM_features_6_2_block_2_activation.npz,efficientnet_b0,25.75290734,-1.221298019,77.698,25.02112441
(1) FFA-2_both_fmri,(312) RDM_features_5_3_block_2_activation.npz,efficientnet_b1,37.63974759,-1.563519358,78.624,25.81893926
(1) FFA-2_both_fmri,(292) RDM_features_5_2_block_2_activation.npz,efficientnet_b2,37.02584328,0.367024678,80.61,30.43290298
(1) FFA-2_both_fmri,(452) RDM_features_6_4_block_2_activation.npz,efficientnet_b3,37.82257108,4.002014899,82.016,36.1924974
(1) FFA-2_both_fmri,(376) RDM_features_5_2_block_2_scale_activation.npz,efficientnet_b4,29.4407609,4.614782551,83.392,39.09489281
(1) FFA-2_both_fmri,(629) RDM_features_6_4_block_2_avgpool.npz,efficientnet_b5,41.11481111,0.47266486,83.448,35.05079683
(1) FFA-2_both_fmri,(215) RDM_inception5b_branch4_0.npz,GoogleNet,20.14765229,4.432824052,69.772,23.06195838
(1) FFA-2_both_fmri,(163) RDM_layers_12_3_layers_4.npz,mnasnet05,22.20817085,-1.862482246,67.75,15.28621117
(1) FFA-2_both_fmri,(162) RDM_layers_12_3_layers_3.npz,mnasnet10,20.52447581,-1.632117753,73.468,20.13401717
(1) FFA-2_both_fmri,(203) RDM_features_17_conv_1_0.npz,mobilenet_v2,19.25817588,-1.241759603,71.87,19.09253473
(1) FFA-2_both_fmri,(244) RDM_features_15_block_2_fc1.npz,mobilenet_v3_large,36.65698034,1.33598469,74.054,23.65933699
(1) FFA-2_both_fmri,(198) RDM_features_11_block_2_fc1.npz,mobilenet_v3_small,29.74148689,1.34253579,67.668,18.43423923
(1) FFA-2_both_fmri,(253) RDM_layer3_22_conv2.npz,ResNet101,16.21516748,1.13690467,77.366,26.98618562
(1) FFA-2_both_fmri,(309) RDM_layer3_25_conv2.npz,ResNet152,16.95806723,1.551007242,78.314,28.54447916
(1) FFA-2_both_fmri,(0) RDM_avgpool.npz,ResNet18,15.08905205,1.60647442,69.76,20.22637505
(1) FFA-2_both_fmri,(104) RDM_layer4_1_conv1.npz,ResNet34,14.33682584,1.876834463,73.302,23.48837666
(1) FFA-2_both_fmri,(137) RDM_layer4_1_conv2.npz,ResNet50,19.01559051,-0.376778814,76.146,24.09361552
(1) FFA-2_both_fmri,(182) RDM_stage4_3_branch2.npz,ShuffleNetV2x05,15.45952825,-0.644634747,60.552,12.24036629
(1) FFA-2_both_fmri,(162) RDM_stage4_1_branch2.npz,ShuffleNetV2x10,19.60464451,-0.414495058,69.356,17.89777752
(1) FFA-2_both_fmri,(0) RDM_classifier.npz,Squeezenet1_0,20.97607877,-0.829409075,58.096,10.88054393
(1) FFA-2_both_fmri,(0) RDM_classifier.npz,Squeezenet1_1,19.34790395,-0.173731713,58.188,11.57814066
(1) FFA-2_both_fmri,(0) RDM_avgpool.npz,VGG11,18.07180873,-2.353507255,69.04,15.72245475
(1) FFA-2_both_fmri,(5) RDM_classifier_3.npz,VGG11_bn,16.68029917,-1.695947079,70.38,17.40847727
(1) FFA-2_both_fmri,(0) RDM_avgpool.npz,VGG13,18.75011538,-2.65139053,69.94,16.10760675
(1) FFA-2_both_fmri,(5) RDM_classifier_3.npz,VGG13_bn,17.93745003,-2.248179789,71.554,17.81721001
(1) FFA-2_both_fmri,(40) RDM_features_30.npz,VGG16,17.90151028,-2.556210595,71.586,17.53620625
(1) FFA-2_both_fmri,(5) RDM_classifier_3.npz,VGG16_bn,16.14095376,-1.711641916,73.37,19.96305685
(1) FFA-2_both_fmri,(0) RDM_avgpool.npz,VGG19,19.16905695,-2.863021296,72.394,17.92725343
(1) FFA-2_both_fmri,(1) RDM_classifier.npz,VGG19_bn,16.06380951,-0.862822916,74.242,21.64318419
